addresses,projects,name,protocol
"['0x86fef14c27c78deaeb4349fd959caa11fc5b5d75', '0xfca59cd816ab1ead66534d82bc21e7515ce441cf', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x90ac8129689c1dafec164d23c48a02d28e6db2da', '0x53aabccae8c1713a6a150d9981d2ee867d0720e8']","[{'id': 'rarible'}, {'id': 'sushi'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x9deb29c9a4c7a88a3c0257393b7f3335338d9a9d', '0x4a08cf0a7bca217c24b9ee99c0395052f3707d68', '0x027d24217f18822e6ce11821524c212f507d0787', '0x1ad398d1e6fd260996c79d538ba08faaa9a890b9', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x646703824cdb020d4e16b278808abb22432eaee0', '0x119c71d3bbac22029622cbaec24854d3d32d2828', '0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x3aa370aacf4cb08c7e1e7aa8e8ff9418d73c7e0f']","[{'id': 'coinbase'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x0000000000000000000000000000000000002cfb', '0x688c3e4658b5367da06fd629e41879beab538e37', '0x1903b541b1559a81febd4db7e818f7911f6cb869', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xbe86f647b167567525ccaafcd6f881f1ee558216', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0x3e135c3e981fae3383a5ae0d323860a34cfab893', '0xe97c48df02d6636aa994b3d6638de1fb1a64832e', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0xaddc3e67a500f7037cd622b11df291a6351bfb64', '0x5253202ce60558dfda332d4ccbdfa3fe6caf7a25', '0xe0fbc366b704d0fcbcd752bfdded8382e93700b9', '0x543d43f390b7d681513045e8a85707438c463d80', '0x8dceab1d2aa148b5bee81b71b774870290c3753b', '0x11e3f6c1c5b751f2bf2cabc7d48e6a5af9119f43', '0x0000000000000000000000000000000000002d63', '0x612447e8d0bdb922059ce048bb5a7cef9e017812', '0x0000000000000000000000000000000000002d5a', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x0000000000000000000000000000000000002d67', '0xc91095f85ce483e2d6b0af0ecb11092785224ec2', '0x49c3feafddaefc3bed06f4ff87ce86610c2c1076', '0x0ef372b6a2f8bb030760261b858b6c50e92d1680', '0x0000a26b00c1f0df003000390027140000faa719', '0xf357c8270d5eb35655622c87dd76d182833562c4', '0x0000000000000000000000000000000000002806', '0xfd8a76dc204e461db5da4f38687adc9cc5ae4a86', '0xc90b47731f9cd4db0df36c1e59fdca1fe9806475', '0x1e0049783f008a0085193e00003d00cd54003c71', '0x00000000006c3852cbef3e08e8df289169ede581', '0x0000000000000000000000000000000000002bfc', '0x0000000000000000000000000000000000000000']","[{'id': 'nftx_v2'}, {'id': 'nftx_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x0000000000000000000000000000000000000000', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x19b703f65aa7e1e775bd06c2aa0d0d08c80f1c45', '0x5ad309f56e0dbc4abea2c199c21033e0067c4234', '0xaddc3e67a500f7037cd622b11df291a6351bfb64', '0xc7ce88395235a3179b7b5f06fe76eb372c129383', '0x688c3e4658b5367da06fd629e41879beab538e37', '0x19719e2aa3a47cb0080d7ba10ac3f9651ccd2a7c', '0x2c7a424fc64a78cd263ff767d7af875647fcd3b0', '0x612447e8d0bdb922059ce048bb5a7cef9e017812', '0x000000000000000000000000000000000000100f', '0x2a2c412c440dfb0e7cae46eff581e3e26afd1cd0', '0xd9db270c1b5e3bd161e8c8503c55ceabee709552', '0x0ef372b6a2f8bb030760261b858b6c50e92d1680', '0x0000000000000000000000000000000000000b81', '0x00000000006c3852cbef3e08e8df289169ede581', '0x004c00500000ad104d7dbd00e3ae0a5c00560c00', '0x5af36344c8313760119dd714212a8cebe6074f84', '0xcddd0380132770c7a03f2ac2b2d421d35b95cedd', '0x0000000000000000000000000000000000000bd9', '0x3e135c3e981fae3383a5ae0d323860a34cfab893', '0xe0fbc366b704d0fcbcd752bfdded8382e93700b9', '0x11e3f6c1c5b751f2bf2cabc7d48e6a5af9119f43', '0xac59badc3487bdc3c077a9061f4c9c9871390153', '0x0000a26b00c1f0df003000390027140000faa719', '0xc90b47731f9cd4db0df36c1e59fdca1fe9806475', '0xe7db74f559fd9e0be11a5f667c66616540878d5c', '0x1e0049783f008a0085193e00003d00cd54003c71', '0xfd8a76dc204e461db5da4f38687adc9cc5ae4a86', '0xbe86f647b167567525ccaafcd6f881f1ee558216', '0x8dceab1d2aa148b5bee81b71b774870290c3753b', '0x0000000000000000000000000000000000000ee3']","[{'id': 'nftx_v2'}, {'id': 'nftx_v2'}, {'id': 'gnosis_safe'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x90f12966d69638684991ef89d34263f232ab52f9', '0x88172e5d79fe75c7aed1453e89ff5d741cfa4ca7', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'luna'}, {'id': 'sushi'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x60594a405d53811d3bc4766596efd80fd545a270', '0x4585fe77225b41b697c938b018e2ac67ac5a20c0', '0x7ac21cfebded63275b322575912111d9581fda44', '0x00000000000000000000000000000000058723bb', '0xb5eb8cb6ced6b6f8e13bcd502fb489db4a726c7b', '0x0000000000000000000000000000000000000040', '0xdb6aa775f3acf5ad5382760f0e3a449b51c12368', '0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2', '0xc7b548ad9cf38721810246c079b2d8083aba8909', '0x1111111254fb6c44bac0bed2854e76f90643097d', '0x0000000000000000000000000000000000000000', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', '0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b', '0x6b175474e89094c44da98b954eedeac495271d0f', '0x00000000000000000000000000000000000070c3', '0x1eb4cf3a948e7d72a198fe073ccb8c7a948cd853', '0xa6efa59f1e34f3fbe6f0b087614f4dcd949d5016', '0x9759a6ac90977b93b58547b4a71c78317f391a28', '0x5ef30b9986345249bc32d8928b7ee64de9435e39', '0x0000000000000000000001db5d149c0ad3cdd80b', '0xbf72da2bd84c5170618fbe5914b0eca9638d5eb5']","[{'id': 'gnosis_safe'}, {'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}, {'id': 'wrappedbtc'}, {'id': 'uniswap_v3'}, {'id': 'zeroex'}, {'id': 'makermcd'}]",Flashloan detected,ethereum
"['0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x44fac4b688738d9e59bc051a12b17647ecfbcf93', '0x1ffc57cada109985ad896a69fbcebd565db4290e', '0x0e26a21013f2f8c0362cfae608b4e69a249d5efc', '0x4e15361fd6b4bb609fa63c81a2be19d873717870', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'sushi'}, {'id': 'uniswap_v2'}, {'id': 'fantom'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x90f12966d69638684991ef89d34263f232ab52f9', '0x44b1198f4742d05902a07c4ecaa97b2b9fa8954b', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'luna'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x61eb53ee427ab4e007d78a9134aacb3101a2dc23', '0x853d955acef822db058eb8505911ed77f175b99e', '0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0xa923952a3a9ad38516568ddb6270dfd07fb5105e', '0x31351bf3fba544863fbff44ddc27ba880916a199', '0x03b59bd1c8b9f6c265ba0c3421923b93f15036fa']","[{'id': 'frax'}, {'id': 'zeroex'}, {'id': 'sushi'}, {'id': 'frax'}]",Flashloan detected,ethereum
"['0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'sushi'}, {'id': 'mirror_protocol'}]",Flashloan detected,ethereum
"['0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'mirror_protocol'}, {'id': 'sushi'}]",Flashloan detected,ethereum
"['0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x90f12966d69638684991ef89d34263f232ab52f9', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3', '0x44b1198f4742d05902a07c4ecaa97b2b9fa8954b', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'luna'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x90f12966d69638684991ef89d34263f232ab52f9', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3', '0x44b1198f4742d05902a07c4ecaa97b2b9fa8954b', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'luna'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x121cc687cc05d3903577aaa6b78ccf5d6d5a0f2e', '0x96335e7cdbcd91fb33c26991b00cc13a87a811b9', '0x75001b3ffe0f77864c7dc64c55e1e22b205e4a07', '0x45080a6531d671ddff20db42f93792a489685e32', '0x82d7630c5eb722557de6d76575c9a7b8de718500']","[{'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x90f12966d69638684991ef89d34263f232ab52f9', '0x44b1198f4742d05902a07c4ecaa97b2b9fa8954b', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3']","[{'id': 'luna'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x90f12966d69638684991ef89d34263f232ab52f9', '0x88172e5d79fe75c7aed1453e89ff5d741cfa4ca7', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'luna'}, {'id': 'sushi'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x60ca4ec4412a3b319f4bd6366bb836395336b397', '0x1820a4b7618bde71dce8cdc73aab6c95905fad24', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x6f0bd954a3a9591f1cd5dcd0594ace0acf805a08', '0xc5439474166c2d8a41b9d4e47786bd7030b33ed6', '0x7fdeb46b3a0916630f36e886d675602b1007fcbb', '0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x8c6bb9b846fd74cbcf0ead7f90beacd906a73a9b', '0x58dc5a51fe44589beb22e8ce67720b5bc5378009', '0x33f6ddaea2a8a54062e021873bcaee006cdf4007', '0x4b893b0e9c2fe8bf5d531d0c9c603b1483b4ce30', '0xd533a949740bb3306d119cc777fa900ba034cd52', '0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7']","[{'id': 'sushi'}, {'id': 'curvefi'}, {'id': 'zeroex'}, {'id': 'sushi'}, {'id': 'sushi'}]",Flashloan detected,ethereum
"['0x87da823b6fc8eb8575a235a824690fda94674c88', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'mirror_protocol'}, {'id': 'zeroex'}, {'id': 'sushi'}]",Flashloan detected,ethereum
"['0x90f12966d69638684991ef89d34263f232ab52f9', '0x44b1198f4742d05902a07c4ecaa97b2b9fa8954b', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'luna'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0x09a3ecafa817268f77be1283176b946c4ff2e608']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'sushi'}, {'id': 'mirror_protocol'}]",Flashloan detected,ethereum
"['0xa478c2975ab1ea89e8196811f51a7b7ade33eb11', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0x344f093e08138695fefb0947c6ddde39acddca4f', '0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5', '0x20e95253e54490d8d30ea41574b24f741ee70201', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x6b175474e89094c44da98b954eedeac495271d0f']","[{'id': 'coinbase'}, {'id': 'makermcd'}, {'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x121cc687cc05d3903577aaa6b78ccf5d6d5a0f2e', '0x75001b3ffe0f77864c7dc64c55e1e22b205e4a07', '0x96335e7cdbcd91fb33c26991b00cc13a87a811b9', '0x45080a6531d671ddff20db42f93792a489685e32', '0x82d7630c5eb722557de6d76575c9a7b8de718500']","[{'id': 'sushi'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc5439474166c2d8a41b9d4e47786bd7030b33ed6', '0x7fdeb46b3a0916630f36e886d675602b1007fcbb', '0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb', '0x60ca4ec4412a3b319f4bd6366bb836395336b397', '0x1820a4b7618bde71dce8cdc73aab6c95905fad24', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x6f0bd954a3a9591f1cd5dcd0594ace0acf805a08']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x90f12966d69638684991ef89d34263f232ab52f9', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3', '0x44b1198f4742d05902a07c4ecaa97b2b9fa8954b', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']","[{'id': 'luna'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x9dc4daee26e4a8f5cc6cc271aedccf19b6ef24f6', '0x7b504a15ef05f4eed1c07208c5815c49022a0c19', '0x2e81ec0b8b4022fac83a21b2f2b4b8f5ed744d70', '0xc944e90c64b2c07662a292be6244bdf05cda44a7']","[{'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'zeroex'}, {'id': 'thegraph'}]",Flashloan detected,ethereum
"['0x75001b3ffe0f77864c7dc64c55e1e22b205e4a07', '0x45080a6531d671ddff20db42f93792a489685e32', '0x82d7630c5eb722557de6d76575c9a7b8de718500', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x121cc687cc05d3903577aaa6b78ccf5d6d5a0f2e', '0x96335e7cdbcd91fb33c26991b00cc13a87a811b9']","[{'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xd31695a1d35e489252ce57b129fd4b1b05e6acac', '0x507888e987257a8dde6f8afa46375cefe2cbf504', '0x678111a6ca5749f1744b5e080a855cec8d631e20', '0x78688eb50cf6fcff197db9b2370a27a7f98adb88', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd0c8ecbd5ab045e2f7faca532d3047d744a8412f', '0xf1dd8b1cbad6c8d33f1d17c25af6733149023f0b', '0x62c32d3fa2f6b73ebf77896c8e7f183bc4f79803']","[{'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x44b1198f4742d05902a07c4ecaa97b2b9fa8954b', '0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x90f12966d69638684991ef89d34263f232ab52f9', '0x60a39010e4892b862d1bb6bdde908215ac5af6f3']","[{'id': 'luna'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x1111111254fb6c44bac0bed2854e76f90643097d', '0xc7b548ad9cf38721810246c079b2d8083aba8909', '0x60594a405d53811d3bc4766596efd80fd545a270', '0x0000000000000000000000000000000000007285', '0x35d1b3f3d7966a1dfe207aa4514c12a259a0492b', '0xf04a5cc80b1e94c69b48f5ee68a08cd2f09a7c3e', '0xe43492b8c54637e61c066ccce99fedb16c2fbf3a', '0x0000000000000000000000000000000000000040', '0x00000000000000000000000083cdb2d87bf445b1', '0x5ef30b9986345249bc32d8928b7ee64de9435e39', '0x0000000000000000000000000000000000000000', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xb5eb8cb6ced6b6f8e13bcd502fb489db4a726c7b', '0xebaffab05c4965e32fec81274f5f2726af786200', '0xc7182cfcfabc937d52223339d64eb4d2651ff65e', '0x00000000000000000000018de5573345387868c2', '0x1eb4cf3a948e7d72a198fe073ccb8c7a948cd853', '0x9759a6ac90977b93b58547b4a71c78317f391a28', '0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2', '0x6b175474e89094c44da98b954eedeac495271d0f']","[{'id': 'makermcd'}, {'id': 'makermcd'}, {'id': 'gnosis_safe'}, {'id': 'makermcd'}, {'id': 'uniswap_v3'}, {'id': 'makermcd'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xdb7a53e6ae058e1dcf4502341e2adfa522e2b29f', '0x59d8e2fd24b56a31eb6ac4b5ba749d120a7d1480', '0xa693b19d2931d498c5b318df961919bb4aee87a5', '0x44bd47a8bc18398227d6f40e1693cf897bb9855e', '0xbe7e6f355fcdd5aeb61109f29ddff722eb6a4b69', '0xc90ea5fa2d3eacbd63ae9e37c80a5772e57785b6', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x20e95253e54490d8d30ea41574b24f741ee70201', '0xfa71b241b168d2876722c6d8856d3e4f311b8c1e', '0x9a0cc6791a5409ce3547f1f1d00e058c79d0a72c', '0x3ee18b2214aff97000d974cf647e7c347e8fa585', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48']","[{'id': 'coinbase'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x09a3ecafa817268f77be1283176b946c4ff2e608']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'zeroex'}, {'id': 'mirror_protocol'}]",Flashloan detected,ethereum
"['0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x09a3ecafa817268f77be1283176b946c4ff2e608']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'zeroex'}, {'id': 'mirror_protocol'}]",Flashloan detected,ethereum
"['0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'mirror_protocol'}, {'id': 'zeroex'}, {'id': 'sushi'}]",Flashloan detected,ethereum
"['0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}, {'id': 'sushi'}, {'id': 'mirror_protocol'}]",Flashloan detected,ethereum
"['0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a', '0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0x87da823b6fc8eb8575a235a824690fda94674c88']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'zeroex'}, {'id': 'mirror_protocol'}]",Flashloan detected,ethereum
"['0xd7c09e006a2891880331b0f6224071c1e890a98a', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0x28ecf36ed08bd8ebee896669e44d314aec28865e', '0x9379f5e035cf6148c6bbee1d6415795cc773b0a4', '0xa2327a938febf5fec13bacfb16ae10ecbc4cbdcf', '0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce', '0xcf6daab95c476106eca715d48de4b13287ffdeaa', '0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc']","[{'id': 'coinbase'}, {'id': 'shib'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0x1cac7a07e8cb87b73d94747028845638d55d3fde', '0x8b00ee8606cc70c2dce68dea0cefe632cca0fb7b', '0x87da823b6fc8eb8575a235a824690fda94674c88', '0x57ab5aeb8bac2586a0d437163c3eb844246336ce', '0xa47c8bf37f92abed4a126bda807a7b7498661acd', '0x09a3ecafa817268f77be1283176b946c4ff2e608', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'sushi'}, {'id': 'mirror_protocol'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
"['0xa0d55532fa467db182780b6adaf34817ee99054d', '0xee802b312a957e00dd7bbc08eec8bb93d40e981d', '0x9f319e265b8189b5b5c2152cacc791b95b3da180', '0x8f30ba1f75ec27a014591789d117a1bb4703bff8', '0x80c8c3dcfb854f9542567c8dac3f44d709ebc1de', '0x6006fc2a849fedaba8330ce36f5133de01f96189', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xd7c09e006a2891880331b0f6224071c1e890a98a']","[{'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'uniswap_v2'}, {'id': 'zeroex'}]",Flashloan detected,ethereum
